location,date,new_deaths_per_million
Austria,2022-02-07,2.797
Austria,2022-02-08,2.125
Austria,2022-02-09,2.908
Austria,2022-02-10,1.79
Austria,2022-02-11,2.125
Austria,2022-02-12,3.132
Austria,2022-02-13,3.58
Austria,2022-02-14,3.58
Austria,2022-02-15,2.573
Austria,2022-02-16,4.027
Austria,2022-02-17,3.468
Austria,2022-02-18,2.797
Austria,2022-02-19,3.356
Austria,2022-02-20,2.237
Austria,2022-02-21,3.132
Austria,2022-02-22,2.573
Austria,2022-02-23,3.244
Austria,2022-02-24,3.356
Austria,2022-02-25,2.797
Austria,2022-02-26,3.691
Austria,2022-02-27,4.139
Austria,2022-02-28,3.356
Austria,2022-03-01,3.244
Austria,2022-03-02,3.468
Austria,2022-03-03,4.363
Austria,2022-03-04,3.468
Austria,2022-03-05,3.691
Austria,2022-03-06,3.691
Austria,2022-03-07,3.58
Austria,2022-03-08,2.573
Austria,2022-03-09,3.691
Austria,2022-03-10,2.908
Austria,2022-03-11,2.797
Austria,2022-03-12,2.797
Austria,2022-03-13,3.244
Austria,2022-03-14,3.132
Austria,2022-03-15,3.02
Austria,2022-03-16,3.244
Austria,2022-03-17,3.803
Austria,2022-03-18,3.02
Austria,2022-03-19,4.363
Austria,2022-03-20,4.586
Austria,2022-03-21,3.803
Austria,2022-03-22,4.027
Austria,2022-03-23,4.363
Austria,2022-03-24,3.915
Austria,2022-03-25,5.481
Austria,2022-03-26,4.586
Austria,2022-03-27,5.146
Austria,2022-03-28,4.474
Austria,2022-03-29,3.691
Austria,2022-03-30,4.027
Austria,2022-03-31,4.251
Austria,2022-04-01,5.481
Austria,2022-04-02,4.922
Austria,2022-04-03,5.593
Austria,2022-04-04,3.244
Austria,2022-04-05,4.474
Austria,2022-04-06,3.02
Austria,2022-04-07,3.915
Austria,2022-04-08,4.251
Austria,2022-04-09,3.468
Austria,2022-04-10,3.02
Austria,2022-04-11,3.356
Austria,2022-04-12,2.908
Austria,2022-04-13,3.244
Austria,2022-04-14,3.691
Austria,2022-04-15,2.685
Austria,2022-04-16,1.79
Austria,2022-04-17,2.349
Austria,2022-04-18,2.461
Austria,2022-04-19,2.237
Austria,2022-04-20,1.79
Austria,2022-04-23,2.908
Austria,2022-04-24,2.573
Austria,2022-04-25,1.902
Austria,2022-04-26,1.342
Austria,2022-04-27,1.678
Austria,2022-04-28,1.566
Austria,2022-04-29,1.678
Austria,2022-04-30,1.454
Austria,2022-05-01,1.007
Austria,2022-05-02,0.671
Austria,2022-05-03,1.23
Austria,2022-05-04,1.454
Austria,2022-05-05,1.342
Austria,2022-05-06,1.007
Austria,2022-05-07,0.559
Austria,2022-05-08,0.447
Austria,2022-05-09,0.336
Austria,2022-05-10,1.678
Austria,2022-05-11,0.336
Austria,2022-05-12,0.0
Austria,2022-05-13,0.559
Austria,2022-05-14,0.559
Austria,2022-05-15,0.112
Austria,2022-05-16,0.0
Austria,2022-05-17,0.559
Austria,2022-05-18,0.895
Austria,2022-05-19,0.895
Austria,2022-05-20,0.783
Austria,2022-05-21,0.0
Austria,2022-05-22,0.0
Austria,2022-05-23,1.119
Austria,2022-05-24,1.007
Austria,2022-05-25,0.224
Austria,2022-05-26,1.23
Austria,2022-05-27,0.895
Austria,2022-05-28,0.0
Austria,2022-05-29,0.0
Austria,2022-05-30,2.908
Austria,2022-05-31,0.671
Austria,2022-06-01,0.447
Austria,2022-06-02,0.671
Austria,2022-06-03,0.112
Austria,2022-06-04,0.0
Austria,2022-06-05,0.0
Austria,2022-06-06,0.895
Austria,2022-06-07,0.447
Austria,2022-06-08,0.336
Austria,2022-06-09,0.783
Austria,2022-06-10,0.336
Austria,2022-06-11,0.0
Austria,2022-06-12,0.0
Austria,2022-06-13,0.671
Austria,2022-06-14,0.447
Austria,2022-06-15,0.224
Austria,2022-06-16,0.895
Austria,2022-06-17,0.112
Austria,2022-06-18,0.0
Austria,2022-06-19,0.0
Austria,2022-06-20,1.007
Austria,2022-06-21,0.559
Austria,2022-06-22,1.342
Austria,2022-06-23,0.112
Austria,2022-06-24,0.447
Austria,2022-06-25,0.0
Austria,2022-06-26,0.0
Austria,2022-06-27,0.895
Austria,2022-06-28,0.671
Austria,2022-06-29,0.895
Austria,2022-06-30,1.23
Austria,2022-07-01,1.007
Austria,2022-07-02,0.0
Austria,2022-07-03,0.0
Austria,2022-07-04,1.23
Austria,2022-07-05,0.224
Austria,2022-07-06,1.342
Austria,2022-07-07,1.23
Austria,2022-07-08,0.671
Austria,2022-07-09,0.0
Austria,2022-07-10,0.0
Austria,2022-07-11,2.349
Austria,2022-07-12,1.678
Austria,2022-07-13,1.902
Austria,2022-07-14,0.447
Austria,2022-07-15,0.783
Austria,2022-07-16,0.0
Austria,2022-07-17,0.0
Austria,2022-07-18,1.454
Austria,2022-07-19,0.783
Austria,2022-07-20,1.678
Austria,2022-07-21,2.125
Austria,2022-07-22,1.007
Austria,2022-07-23,0.0
Austria,2022-07-24,0.0
Austria,2022-07-25,3.132
Austria,2022-07-26,1.007
Austria,2022-07-27,1.678
Austria,2022-07-28,3.58
Austria,2022-07-29,0.783
Austria,2022-07-30,0.0
Austria,2022-07-31,0.0
Austria,2022-08-01,0.0
Austria,2022-08-02,5.481
Austria,2022-08-03,2.685
Austria,2022-08-04,0.671
Austria,2022-08-05,1.678
Austria,2022-08-06,0.0
Austria,2022-08-07,0.0
Austria,2022-08-08,2.685
Austria,2022-08-09,0.671
Austria,2022-08-10,2.125
Austria,2022-08-11,1.342
Austria,2022-08-12,1.454
Austria,2022-08-13,0.0
Austria,2022-08-14,0.0
Austria,2022-08-15,2.461
Austria,2022-08-16,0.224
Austria,2022-08-17,0.336
Austria,2022-08-18,2.014
Austria,2022-08-19,1.79
Austria,2022-08-20,0.0
Austria,2022-08-21,0.0
Austria,2022-08-22,3.02
Austria,2022-08-23,0.559
Austria,2022-08-24,1.678
Austria,2022-08-25,1.23
Austria,2022-08-26,1.007
Austria,2022-08-27,0.0
Austria,2022-08-28,0.0
Austria,2022-08-29,0.0
Austria,2022-08-30,1.678
Austria,2022-08-31,1.23
Austria,2022-09-01,1.007
Austria,2022-09-02,1.23
Austria,2022-09-03,0.0
Austria,2022-09-04,0.0
Austria,2022-09-05,1.007
Austria,2022-09-06,0.336
Austria,2022-09-07,0.783
Austria,2022-09-08,0.0
Austria,2022-09-09,0.0
Austria,2022-09-10,0.0
Austria,2022-09-11,0.0
Austria,2022-09-12,3.691
Austria,2022-09-13,0.112
Austria,2022-09-15,0.559
Austria,2022-09-16,0.336
Austria,2022-09-17,0.671
Austria,2022-09-18,0.783
Austria,2022-09-19,0.0
Austria,2022-09-20,0.671
Austria,2022-09-21,0.783
Austria,2022-09-22,1.119
Austria,2022-09-23,0.783
Austria,2022-09-24,0.559
Austria,2022-09-25,0.0
Austria,2022-09-26,0.112
Austria,2022-09-27,1.119
Austria,2022-09-28,1.23
Austria,2022-09-29,0.447
Austria,2022-09-30,0.559
Austria,2022-10-01,1.23
Austria,2022-10-02,0.224
Austria,2022-10-03,0.224
Austria,2022-10-04,1.007
Austria,2022-10-05,1.342
Austria,2022-10-06,1.678
Austria,2022-10-07,1.678
Austria,2022-10-08,1.566
Austria,2022-10-09,0.112
Austria,2022-10-10,0.112
Austria,2022-10-11,3.58
Austria,2022-10-12,2.573
Austria,2022-10-13,1.678
Austria,2022-10-14,1.902
Austria,2022-10-15,1.119
Austria,2022-10-16,0.447
Austria,2022-10-17,0.224
Austria,2022-10-18,1.678
Austria,2022-10-19,1.119
Austria,2022-10-20,2.014
Austria,2022-10-21,1.007
Austria,2022-10-22,0.0
Austria,2022-10-23,0.0
Austria,2022-10-25,2.573
Austria,2022-10-26,2.349
Austria,2022-10-27,0.336
Austria,2022-10-28,1.902
Austria,2022-10-29,1.454
Austria,2022-10-30,0.336
Austria,2022-10-31,0.224
Austria,2022-11-01,1.007
Austria,2022-11-02,0.0
Austria,2022-11-03,2.461
Austria,2022-11-04,1.902
Austria,2022-11-05,0.783
Austria,2022-11-06,0.112
Austria,2022-11-07,0.336
Austria,2022-11-08,1.007
Austria,2022-11-09,1.119
Austria,2022-11-10,1.119
Austria,2022-11-11,1.454
Austria,2022-11-12,0.895
Austria,2022-11-13,0.336
Austria,2022-11-14,0.112
Austria,2022-11-15,1.23
Austria,2022-11-16,1.23
Austria,2022-11-17,0.895
Austria,2022-11-18,1.119
Austria,2022-11-19,1.007
Austria,2022-11-20,0.112
Austria,2022-11-21,0.0
Austria,2022-11-22,0.559
Austria,2022-11-23,1.119
Austria,2022-11-24,0.671
Austria,2022-11-25,1.566
Austria,2022-11-26,0.895
Austria,2022-11-27,0.0
Austria,2022-11-28,0.224
Austria,2022-11-29,1.454
Austria,2022-11-30,0.895
Austria,2022-12-01,0.671
Austria,2022-12-02,1.007
Austria,2022-12-03,0.671
Austria,2022-12-04,0.112
Austria,2022-12-05,0.0
Austria,2022-12-06,1.119
Austria,2022-12-07,0.559
Austria,2022-12-08,1.119
Austria,2022-12-09,0.0
Austria,2022-12-10,0.895
Austria,2022-12-11,0.0
Austria,2022-12-12,0.0
Austria,2022-12-13,0.783
Austria,2022-12-14,1.566
Austria,2022-12-15,0.559
Austria,2022-12-16,1.678
Austria,2022-12-17,1.119
Austria,2022-12-18,0.112
Austria,2022-12-19,0.112
Austria,2022-12-20,1.566
Austria,2022-12-21,1.454
Austria,2022-12-22,0.336
Austria,2022-12-23,1.342
Austria,2022-12-24,1.119
Austria,2022-12-25,0.0
Austria,2022-12-26,0.336
Austria,2022-12-27,0.336
Austria,2022-12-28,3.468
Austria,2022-12-29,1.342
Austria,2022-12-30,0.336
Austria,2022-12-31,2.349
Austria,2023-01-01,0.0
Austria,2023-01-02,0.112
Austria,2023-01-03,0.447
Austria,2023-01-04,2.014
Austria,2023-01-05,0.783
Austria,2023-01-06,1.007
Austria,2023-01-07,0.224
Austria,2023-01-08,0.336
Austria,2023-01-09,0.336
Austria,2023-01-10,3.02
Austria,2023-01-11,2.125
Austria,2023-01-12,1.119
Austria,2023-01-13,1.342
Austria,2023-01-14,0.671
Austria,2023-01-15,0.0
Austria,2023-01-16,0.112
Austria,2023-01-17,1.23
Austria,2023-01-18,1.454
Austria,2023-01-19,0.671
Austria,2023-01-20,1.566
Austria,2023-01-21,0.447
Austria,2023-01-22,1.454
Austria,2023-01-23,0.0
Austria,2023-01-24,1.566
Austria,2023-01-25,0.671
Austria,2023-01-26,0.336
Austria,2023-01-27,1.007
Austria,2023-01-28,0.336
Austria,2023-01-29,0.0
Austria,2023-01-30,0.112
Austria,2023-01-31,3.02
Austria,2023-02-01,0.783
Austria,2023-02-02,1.454
Austria,2023-02-03,3.02
Austria,2023-02-04,2.125
Austria,2023-02-05,0.0
Austria,2023-02-06,0.0
Austria,2023-02-07,1.119
Austria,2023-02-08,0.336
Austria,2023-02-09,0.559
Austria,2023-02-10,0.0
Austria,2023-02-11,0.895
Austria,2023-02-12,0.783
Austria,2023-02-13,0.112
Austria,2023-02-14,0.671
Austria,2023-02-15,0.112
Austria,2023-02-16,0.336
Belgium,2021-07-10,0.0
Belgium,2021-07-11,0.0
Belgium,2021-07-12,0.601
Belgium,2021-07-13,0.172
Belgium,2021-07-14,0.0
Belgium,2021-07-15,0.086
Belgium,2021-07-16,0.086
Belgium,2021-07-17,0.0
Belgium,2021-07-18,0.0
Belgium,2021-07-19,0.343
Belgium,2021-07-20,0.0
Belgium,2021-07-21,0.0
Belgium,2021-07-22,0.343
Belgium,2021-07-23,0.0
Belgium,2021-07-24,0.257
Belgium,2021-07-25,0.0
Belgium,2021-07-26,0.686
Belgium,2021-07-27,0.172
Belgium,2021-07-28,0.086
Belgium,2021-07-29,0.343
Belgium,2021-07-30,0.515
Belgium,2021-07-31,0.0
Belgium,2021-08-01,0.0
Belgium,2021-08-02,0.515
Belgium,2021-08-03,0.343
Belgium,2021-08-04,0.601
Belgium,2021-08-05,0.515
Belgium,2021-08-06,0.343
Belgium,2021-08-07,0.0
Belgium,2021-08-08,0.0
Belgium,2021-08-09,0.515
Belgium,2021-08-10,0.429
Belgium,2021-08-11,0.257
Belgium,2021-08-12,0.257
Belgium,2021-08-13,0.172
Belgium,2021-08-14,0.0
Belgium,2021-08-15,0.0
Belgium,2021-08-16,1.03
Belgium,2021-08-17,0.0
Belgium,2021-08-18,0.515
Belgium,2021-08-19,0.601
Belgium,2021-08-20,0.686
Belgium,2021-08-21,0.0
Belgium,2021-08-22,0.0
Belgium,2021-08-23,1.802
Belgium,2021-08-24,0.086
Belgium,2021-08-25,0.515
Belgium,2021-08-26,0.515
Belgium,2021-08-27,0.515
Belgium,2021-08-28,0.0
Belgium,2021-08-29,0.0
Belgium,2021-08-30,1.201
Belgium,2021-08-31,0.515
Belgium,2021-09-01,0.172
Belgium,2021-09-02,0.858
Belgium,2021-09-03,0.429
Belgium,2021-09-04,0.0
Belgium,2021-09-05,0.0
Belgium,2021-09-06,2.059
Belgium,2021-09-07,0.601
Belgium,2021-09-08,1.201
Belgium,2021-09-09,0.429
Belgium,2021-09-10,0.601
Belgium,2021-09-11,0.0
Belgium,2021-09-12,0.0
Belgium,2021-09-13,1.63
Belgium,2021-09-14,0.343
Belgium,2021-09-15,0.772
Belgium,2021-09-16,0.686
Belgium,2021-09-17,0.257
Belgium,2021-09-18,0.0
Belgium,2021-09-19,0.0
Belgium,2021-09-20,1.716
Belgium,2021-09-21,0.601
Belgium,2021-09-22,0.772
Belgium,2021-09-23,0.858
Belgium,2021-09-24,0.944
Belgium,2021-09-25,0.0
Belgium,2021-09-26,0.0
Belgium,2021-09-27,1.201
Belgium,2021-09-28,1.115
Belgium,2021-09-29,1.201
Belgium,2021-09-30,0.601
Belgium,2021-10-01,0.858
Belgium,2021-10-02,0.0
Belgium,2021-10-03,0.0
Belgium,2021-10-04,1.716
Belgium,2021-10-05,0.686
Belgium,2021-10-06,0.772
Belgium,2021-10-07,1.373
Belgium,2021-10-08,0.858
Belgium,2021-10-09,0.0
Belgium,2021-10-10,0.0
Belgium,2021-10-11,1.716
Belgium,2021-10-12,1.544
Belgium,2021-10-13,1.115
Belgium,2021-10-14,0.515
Belgium,2021-10-15,1.287
Belgium,2021-10-16,0.0
Belgium,2021-10-17,0.0
Belgium,2021-10-18,2.831
Belgium,2021-10-19,1.458
Belgium,2021-10-20,1.63
Belgium,2021-10-21,1.63
Belgium,2021-10-22,0.944
Belgium,2021-10-23,0.0
Belgium,2021-10-24,0.0
Belgium,2021-10-25,3.689
Belgium,2021-10-26,2.145
Belgium,2021-10-27,2.745
Belgium,2021-10-28,2.574
Belgium,2021-10-29,1.544
Belgium,2021-10-30,0.0
Belgium,2021-10-31,0.0
Belgium,2021-11-01,0.0
Belgium,2021-11-02,0.0
Belgium,2021-11-03,7.636
Belgium,2021-11-04,1.887
Belgium,2021-11-05,0.0
Belgium,2021-11-06,2.231
Belgium,2021-11-07,0.0
Belgium,2021-11-08,5.92
Belgium,2021-11-09,0.0
Belgium,2021-11-10,5.233
Belgium,2021-11-11,0.0
Belgium,2021-11-12,5.148
Belgium,2021-11-13,0.0
Belgium,2021-11-14,0.0
Belgium,2021-11-15,7.035
Belgium,2021-11-16,3.518
Belgium,2021-11-17,3.432
Belgium,2021-11-18,3.603
Belgium,2021-11-19,3.603
Belgium,2021-11-20,0.0
Belgium,2021-11-21,0.0
Belgium,2021-11-22,8.665
Belgium,2021-11-23,3.089
Belgium,2021-11-24,3.26
Belgium,2021-11-25,4.29
Belgium,2021-11-26,4.032
Belgium,2021-11-27,0.0
Belgium,2021-11-28,0.0
Belgium,2021-11-29,10.81
Belgium,2021-11-30,4.204
Belgium,2021-12-01,4.89
Belgium,2021-12-02,4.118
Belgium,2021-12-03,4.032
Belgium,2021-12-04,0.0
Belgium,2021-12-05,0.0
Belgium,2021-12-06,13.041
Belgium,2021-12-07,3.518
Belgium,2021-12-08,4.804
Belgium,2021-12-09,4.032
Belgium,2021-12-10,3.518
Belgium,2021-12-11,0.0
Belgium,2021-12-12,0.0
Belgium,2021-12-13,10.896
Belgium,2021-12-14,4.633
Belgium,2021-12-15,3.775
Belgium,2021-12-16,0.0
Belgium,2021-12-17,2.917
Belgium,2021-12-18,11.325
Belgium,2021-12-19,0.0
Belgium,2021-12-20,8.322
Belgium,2021-12-21,3.689
Belgium,2021-12-22,2.745
Belgium,2021-12-23,3.689
Belgium,2021-12-24,3.346
Belgium,2021-12-25,0.0
Belgium,2021-12-26,0.0
Belgium,2021-12-27,5.92
Belgium,2021-12-28,2.745
Belgium,2021-12-29,1.458
Belgium,2021-12-30,3.518
Belgium,2021-12-31,1.973
Belgium,2022-01-01,0.0
Belgium,2022-01-02,0.0
Belgium,2022-01-03,4.633
Belgium,2022-01-04,1.887
Belgium,2022-01-05,1.887
Belgium,2022-01-06,1.458
Belgium,2022-01-07,1.115
Belgium,2022-01-08,0.0
Belgium,2022-01-09,0.0
Belgium,2022-01-10,5.062
Belgium,2022-01-11,1.802
Belgium,2022-01-12,2.316
Belgium,2022-01-13,0.0
Belgium,2022-01-14,3.946
Belgium,2022-01-15,0.0
Belgium,2022-01-16,0.0
Belgium,2022-01-17,4.204
Belgium,2022-01-18,2.917
Belgium,2022-01-19,2.66
Belgium,2022-01-20,2.831
Belgium,2022-01-21,1.802
Belgium,2022-01-22,0.0
Belgium,2022-01-23,0.0
Belgium,2022-01-24,4.719
Belgium,2022-01-25,2.402
Belgium,2022-01-26,3.346
Belgium,2022-01-27,3.089
Belgium,2022-01-28,1.63
Belgium,2022-01-29,0.0
Belgium,2022-01-30,0.0
Belgium,2022-01-31,8.15
Belgium,2022-02-01,2.66
Belgium,2022-02-02,4.204
Belgium,2022-02-03,4.547
Belgium,2022-02-04,3.603
Belgium,2022-02-05,0.0
Belgium,2022-02-06,0.0
Belgium,2022-02-07,9.437
Belgium,2022-02-08,7.893
Belgium,2022-02-09,5.834
Belgium,2022-02-10,5.662
Belgium,2022-02-11,5.233
Belgium,2022-02-12,0.0
Belgium,2022-02-13,0.0
Belgium,2022-02-14,8.579
Belgium,2022-02-15,4.633
Belgium,2022-02-16,4.633
Belgium,2022-02-17,4.633
Belgium,2022-02-18,2.917
Belgium,2022-02-19,0.0
Belgium,2022-02-20,0.0
Belgium,2022-02-21,8.15
Belgium,2022-02-22,2.145
Belgium,2022-02-23,3.089
Belgium,2022-02-24,2.145
Belgium,2022-02-25,1.716
Belgium,2022-02-26,0.0
Belgium,2022-02-27,0.0
Belgium,2022-02-28,4.976
Belgium,2022-03-01,1.716
Belgium,2022-03-02,0.0
Belgium,2022-03-03,1.544
Belgium,2022-03-04,3.603
Belgium,2022-03-05,0.0
Belgium,2022-03-06,0.0
Belgium,2022-03-07,3.174
Belgium,2022-03-08,1.458
Belgium,2022-03-09,0.0
Belgium,2022-03-10,5.748
Belgium,2022-03-11,2.402
Belgium,2022-03-12,0.0
Belgium,2022-03-13,0.0
Belgium,2022-03-14,3.174
Belgium,2022-03-15,0.0
Belgium,2022-03-16,4.032
Belgium,2022-03-17,1.544
Belgium,2022-03-18,0.0
Belgium,2022-03-19,1.63
Belgium,2022-03-20,0.0
Belgium,2022-03-21,3.946
Belgium,2022-03-22,2.574
Belgium,2022-03-23,2.574
Belgium,2022-03-24,2.316
Belgium,2022-03-25,2.059
Belgium,2022-03-26,0.0
Belgium,2022-03-27,0.0
Belgium,2022-03-28,5.233
Belgium,2022-03-29,0.0
Belgium,2022-03-30,0.0
Belgium,2022-03-31,6.778
Belgium,2022-04-01,0.0
Belgium,2022-04-02,0.0
Belgium,2022-04-03,0.0
Belgium,2022-04-04,7.035
Belgium,2022-04-05,0.0
Belgium,2022-04-06,0.0
Belgium,2022-04-07,7.636
Belgium,2022-04-08,0.0
Belgium,2022-04-09,0.0
Belgium,2022-04-10,0.0
Belgium,2022-04-11,7.035
Belgium,2022-04-12,0.0
Belgium,2022-04-13,0.0
Belgium,2022-04-14,7.378
Belgium,2022-04-15,0.0
Belgium,2022-04-16,0.0
Belgium,2022-04-17,0.0
Belgium,2022-04-18,0.0
Belgium,2022-04-19,8.322
Belgium,2022-04-20,0.0
Belgium,2022-04-21,4.89
Belgium,2022-04-22,0.0
Belgium,2022-04-23,0.0
Belgium,2022-04-24,0.0
Belgium,2022-04-25,0.0
Belgium,2022-04-26,5.405
Belgium,2022-04-27,0.0
Belgium,2022-04-28,4.89
Belgium,2022-04-29,0.0
Belgium,2022-04-30,0.0
Belgium,2022-05-01,0.0
Belgium,2022-05-02,4.719
Belgium,2022-05-03,0.0
Belgium,2022-05-04,0.0
Belgium,2022-05-05,4.976
Belgium,2022-05-06,0.0
Belgium,2022-05-07,0.0
Belgium,2022-05-08,0.0
Belgium,2022-05-09,2.402
Belgium,2022-05-10,0.0
Belgium,2022-05-11,0.0
Belgium,2022-05-12,2.831
Belgium,2022-05-13,0.0
Belgium,2022-05-14,0.0
Belgium,2022-05-15,0.0
Belgium,2022-05-16,3.689
Belgium,2022-05-17,0.0
Belgium,2022-05-18,1.63
Belgium,2022-05-19,0.0
Belgium,2022-05-20,0.0
Belgium,2022-05-21,0.0
Belgium,2022-05-22,0.0
Belgium,2022-05-23,3.003
Belgium,2022-05-24,0.0
Belgium,2022-05-25,1.458
Belgium,2022-05-26,0.0
Belgium,2022-05-27,0.0
Belgium,2022-05-28,0.0
Belgium,2022-05-29,0.0
Belgium,2022-05-30,2.316
Belgium,2022-05-31,0.0
